id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
bnb-farming-nuka-cola-nuka-cola-quantum-the-pitt	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-quantum	public	0	1		Farming - Nuka Cola	Nuka Cola Quantum	Nuka Cola Quantum - The Pitt	Nuka Cola Quantum - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola-quantum/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-quantum-toxic-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-quantum	public	0	1		Farming - Nuka Cola	Nuka Cola Quantum	Nuka Cola Quantum - Toxic Valley	Nuka Cola Quantum - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola-quantum/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-sc-farming-nuka-cola-nuka-cola-twist	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist	Nuka Cola Twist	nuka-cola-twist	/bnb/farming/nuka-cola/nuka-cola-twist/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nuka-cola-nuka-cola-twist-ash-heap	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Ash Heap	Nuka Cola Twist - Ash Heap	ash-heap	/bnb/farming/nuka-cola/nuka-cola-twist/ash-heap/	cola-region-hub	published	12	12	"farming,nuka-cola,ash-heap,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-atlantic-city	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Atlantic City	Nuka Cola Twist - Atlantic City	atlantic-city	/bnb/farming/nuka-cola/nuka-cola-twist/atlantic-city/	cola-region-hub	published	21	21	"farming,nuka-cola,atlantic-city,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-burning-springs	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Burning Springs	Nuka Cola Twist - Burning Springs	burning-springs	/bnb/farming/nuka-cola/nuka-cola-twist/burning-springs/	cola-region-hub	published	13	13	"farming,nuka-cola,burning-springs,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-cranberry-bog	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Cranberry Bog	Nuka Cola Twist - Cranberry Bog	cranberry-bog	/bnb/farming/nuka-cola/nuka-cola-twist/cranberry-bog/	cola-region-hub	published	14	14	"farming,nuka-cola,cranberry-bog,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-forest	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Forest	Nuka Cola Twist - Forest	forest	/bnb/farming/nuka-cola/nuka-cola-twist/forest/	cola-region-hub	published	15	15	"farming,nuka-cola,forest,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-guide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	1	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist Guide	Nuka Cola Twist Guide	guide	/bnb/farming/nuka-cola/nuka-cola-twist/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nuka-cola-nuka-cola-twist-savage-divide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Savage Divide	Nuka Cola Twist - Savage Divide	savage-divide	/bnb/farming/nuka-cola/nuka-cola-twist/savage-divide/	cola-region-hub	published	16	16	"farming,nuka-cola,savage-divide,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-skyline-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Skyline Valley	Nuka Cola Twist - Skyline Valley	skyline-valley	/bnb/farming/nuka-cola/nuka-cola-twist/skyline-valley/	cola-region-hub	published	17	17	"farming,nuka-cola,skyline-valley,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-the-mire	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - The Mire	Nuka Cola Twist - The Mire	the-mire	/bnb/farming/nuka-cola/nuka-cola-twist/the-mire/	cola-region-hub	published	18	18	"farming,nuka-cola,the-mire,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-the-pitt	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - The Pitt	Nuka Cola Twist - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola-twist/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-twist-toxic-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-twist	public	0	1		Farming - Nuka Cola	Nuka Cola Twist	Nuka Cola Twist - Toxic Valley	Nuka Cola Twist - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola-twist/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated	Nuka Cola Vaccinated	nuka-cola-vaccinated	/bnb/farming/nuka-cola/nuka-cola-vaccinated/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nuka-cola-nuka-cola-vaccinated-ash-heap	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Ash Heap	Nuka Cola Vaccinated - Ash Heap	ash-heap	/bnb/farming/nuka-cola/nuka-cola-vaccinated/ash-heap/	cola-region-hub	published	12	12	"farming,nuka-cola,ash-heap,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-atlantic-city	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Atlantic City	Nuka Cola Vaccinated - Atlantic City	atlantic-city	/bnb/farming/nuka-cola/nuka-cola-vaccinated/atlantic-city/	cola-region-hub	published	21	21	"farming,nuka-cola,atlantic-city,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-burning-springs	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Burning Springs	Nuka Cola Vaccinated - Burning Springs	burning-springs	/bnb/farming/nuka-cola/nuka-cola-vaccinated/burning-springs/	cola-region-hub	published	13	13	"farming,nuka-cola,burning-springs,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-cranberry-bog	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Cranberry Bog	Nuka Cola Vaccinated - Cranberry Bog	cranberry-bog	/bnb/farming/nuka-cola/nuka-cola-vaccinated/cranberry-bog/	cola-region-hub	published	14	14	"farming,nuka-cola,cranberry-bog,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-forest	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Forest	Nuka Cola Vaccinated - Forest	forest	/bnb/farming/nuka-cola/nuka-cola-vaccinated/forest/	cola-region-hub	published	15	15	"farming,nuka-cola,forest,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-guide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	1	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated Guide	Nuka Cola Vaccinated Guide	guide	/bnb/farming/nuka-cola/nuka-cola-vaccinated/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-savage-divide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Savage Divide	Nuka Cola Vaccinated - Savage Divide	savage-divide	/bnb/farming/nuka-cola/nuka-cola-vaccinated/savage-divide/	cola-region-hub	published	16	16	"farming,nuka-cola,savage-divide,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-skyline-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Skyline Valley	Nuka Cola Vaccinated - Skyline Valley	skyline-valley	/bnb/farming/nuka-cola/nuka-cola-vaccinated/skyline-valley/	cola-region-hub	published	17	17	"farming,nuka-cola,skyline-valley,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-the-mire	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - The Mire	Nuka Cola Vaccinated - The Mire	the-mire	/bnb/farming/nuka-cola/nuka-cola-vaccinated/the-mire/	cola-region-hub	published	18	18	"farming,nuka-cola,the-mire,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-the-pitt	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - The Pitt	Nuka Cola Vaccinated - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola-vaccinated/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-vaccinated-toxic-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-vaccinated	public	0	1		Farming - Nuka Cola	Nuka Cola Vaccinated	Nuka Cola Vaccinated - Toxic Valley	Nuka Cola Vaccinated - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola-vaccinated/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-sc-farming-nukashine	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nukashine	Nukashine	Nukashine	nukashine	/bnb/farming/nuka-cola/nukashine/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nukashine-guide	bnb	page	bnb-sc-farming-nukashine	public	1	1		Farming - Nuka Cola	Nukashine	Nukashine Guide	Nukashine Guide	guide	/bnb/farming/nuka-cola/nukashine/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nukashine-sugar-free-nukashine	bnb	page	bnb-sc-farming-nukashine	public	1	1		Farming - Nuka Cola	Nukashine	Sugar Free Nukashine	Sugar Free Nukashine	sugar-free-nukashine	/bnb/farming/nuka-cola/nukashine/sugar-free-nukashine/	cola-guide-hub	published	11	11	"farming,nuka-cola,cola-guide-hub,page"
bnb-sc-farming-nuka-cola-nuka-cola-cherry	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry	Nuka Cola Cherry	nuka-cola-cherry	/bnb/farming/nuka-cola/nuka-cola-cherry/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nuka-cola-nuka-cola-cherry-ash-heap	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Ash Heap	Nuka Cola Cherry - Ash Heap	ash-heap	/bnb/farming/nuka-cola/nuka-cola-cherry/ash-heap/	cola-region-hub	published	12	12	"farming,nuka-cola,ash-heap,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-atlantic-city	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Atlantic City	Nuka Cola Cherry - Atlantic City	atlantic-city	/bnb/farming/nuka-cola/nuka-cola-cherry/atlantic-city/	cola-region-hub	published	21	21	"farming,nuka-cola,atlantic-city,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-burning-springs	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Burning Springs	Nuka Cola Cherry - Burning Springs	burning-springs	/bnb/farming/nuka-cola/nuka-cola-cherry/burning-springs/	cola-region-hub	published	13	13	"farming,nuka-cola,burning-springs,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-cranberry-bog	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Cranberry Bog	Nuka Cola Cherry - Cranberry Bog	cranberry-bog	/bnb/farming/nuka-cola/nuka-cola-cherry/cranberry-bog/	cola-region-hub	published	14	14	"farming,nuka-cola,cranberry-bog,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-forest	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Forest	Nuka Cola Cherry - Forest	forest	/bnb/farming/nuka-cola/nuka-cola-cherry/forest/	cola-region-hub	published	15	15	"farming,nuka-cola,forest,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-guide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	1	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry Guide	Nuka Cola Cherry Guide	guide	/bnb/farming/nuka-cola/nuka-cola-cherry/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nuka-cola-nuka-cola-cherry-savage-divide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Savage Divide	Nuka Cola Cherry - Savage Divide	savage-divide	/bnb/farming/nuka-cola/nuka-cola-cherry/savage-divide/	cola-region-hub	published	16	16	"farming,nuka-cola,savage-divide,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-skyline-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Skyline Valley	Nuka Cola Cherry - Skyline Valley	skyline-valley	/bnb/farming/nuka-cola/nuka-cola-cherry/skyline-valley/	cola-region-hub	published	17	17	"farming,nuka-cola,skyline-valley,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-the-mire	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - The Mire	Nuka Cola Cherry - The Mire	the-mire	/bnb/farming/nuka-cola/nuka-cola-cherry/the-mire/	cola-region-hub	published	18	18	"farming,nuka-cola,the-mire,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-the-pitt	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - The Pitt	Nuka Cola Cherry - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola-cherry/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cherry-toxic-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola-cherry	public	0	1		Farming - Nuka Cola	Nuka Cola Cherry	Nuka Cola Cherry - Toxic Valley	Nuka Cola Cherry - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola-cherry/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-sc-farming-nuka-cola-nuka-cola-dark	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark	Nuka Cola Dark	nuka-cola-dark	/bnb/farming/nuka-cola/nuka-cola-dark/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nuka-cola-nuka-cola-dark	bnb	sub	bnb-tc-farming-nuka-cola	public	1	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark	Nuka Cola Dark	nuka-cola-dark	/bnb/farming/nuka-cola/nuka-cola-dark/	cola-hub	published	11	11	"farming,nuka-cola,cola-hub,sub"
bnb-farming-nuka-cola-nuka-cola-dark-ash-heap	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Ash Heap	Nuka Cola Dark - Ash Heap	ash-heap	/bnb/farming/nuka-cola/nuka-cola-dark/ash-heap/	cola-region-hub	published	12	12	"farming,nuka-cola,ash-heap,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-atlantic-city	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Atlantic City	Nuka Cola Dark - Atlantic City	atlantic-city	/bnb/farming/nuka-cola/nuka-cola-dark/atlantic-city/	cola-region-hub	published	21	21	"farming,nuka-cola,atlantic-city,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-burning-springs	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Burning Springs	Nuka Cola Dark - Burning Springs	burning-springs	/bnb/farming/nuka-cola/nuka-cola-dark/burning-springs/	cola-region-hub	published	13	13	"farming,nuka-cola,burning-springs,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-cranberry-bog	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Cranberry Bog	Nuka Cola Dark - Cranberry Bog	cranberry-bog	/bnb/farming/nuka-cola/nuka-cola-dark/cranberry-bog/	cola-region-hub	published	14	14	"farming,nuka-cola,cranberry-bog,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-forest	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Forest	Nuka Cola Dark - Forest	forest	/bnb/farming/nuka-cola/nuka-cola-dark/forest/	cola-region-hub	published	15	15	"farming,nuka-cola,forest,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-guide	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	1	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark Guide	Nuka Cola Dark Guide	guide	/bnb/farming/nuka-cola/nuka-cola-dark/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nuka-cola-nuka-cola-dark-savage-divide	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Savage Divide	Nuka Cola Dark - Savage Divide	savage-divide	/bnb/farming/nuka-cola/nuka-cola-dark/savage-divide/	cola-region-hub	published	16	16	"farming,nuka-cola,savage-divide,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-skyline-valley	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Skyline Valley	Nuka Cola Dark - Skyline Valley	skyline-valley	/bnb/farming/nuka-cola/nuka-cola-dark/skyline-valley/	cola-region-hub	published	17	17	"farming,nuka-cola,skyline-valley,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-the-mire	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - The Mire	Nuka Cola Dark - The Mire	the-mire	/bnb/farming/nuka-cola/nuka-cola-dark/the-mire/	cola-region-hub	published	18	18	"farming,nuka-cola,the-mire,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-the-pitt	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - The Pitt	Nuka Cola Dark - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola-dark/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-dark-toxic-valley	bnb	page	bnb-farming-nuka-cola-nuka-cola-dark	public	0	1		Farming - Nuka Cola	Nuka Cola Dark	Nuka Cola Dark - Toxic Valley	Nuka Cola Dark - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola-dark/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-sc-farming-nuka-cola-nuka-cola	bnb	sub	bnb-tc-farming-nuka-cola	public	1	0	subcards	Farming - Nuka Cola	Nuka Cola	Nuka Cola	Nuka Cola	nuka-cola	/bnb/farming/nuka-cola/nuka-cola/	category-hub	published	20		"farming,nuka-cola,category-hub,sub"
bnb-farming-nuka-cola-nuka-cola-ash-heap	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Ash Heap	Nuka Cola - Ash Heap	ash-heap	/bnb/farming/nuka-cola/nuka-cola/ash-heap/	cola-region-hub	published	12	12	"farming,nuka-cola,ash-heap,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-atlantic-city	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Atlantic City	Nuka Cola - Atlantic City	atlantic-city	/bnb/farming/nuka-cola/nuka-cola/atlantic-city/	cola-region-hub	published	21	21	"farming,nuka-cola,atlantic-city,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-burning-springs	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Burning Springs	Nuka Cola - Burning Springs	burning-springs	/bnb/farming/nuka-cola/nuka-cola/burning-springs/	cola-region-hub	published	13	13	"farming,nuka-cola,burning-springs,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-cranberry-bog	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Cranberry Bog	Nuka Cola - Cranberry Bog	cranberry-bog	/bnb/farming/nuka-cola/nuka-cola/cranberry-bog/	cola-region-hub	published	14	14	"farming,nuka-cola,cranberry-bog,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-forest	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Forest	Nuka Cola - Forest	forest	/bnb/farming/nuka-cola/nuka-cola/forest/	cola-region-hub	published	15	15	"farming,nuka-cola,forest,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-guide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	1	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola Guide	Nuka Cola Guide	guide	/bnb/farming/nuka-cola/nuka-cola/guide/	cola-guide-hub	published	10	10	"farming,nuka-cola,cola-guide-hub,page,guide,page"
bnb-farming-nuka-cola-nuka-cola-savage-divide	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Savage Divide	Nuka Cola - Savage Divide	savage-divide	/bnb/farming/nuka-cola/nuka-cola/savage-divide/	cola-region-hub	published	16	16	"farming,nuka-cola,savage-divide,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-skyline-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Skyline Valley	Nuka Cola - Skyline Valley	skyline-valley	/bnb/farming/nuka-cola/nuka-cola/skyline-valley/	cola-region-hub	published	17	17	"farming,nuka-cola,skyline-valley,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-mire	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - The Mire	Nuka Cola - The Mire	the-mire	/bnb/farming/nuka-cola/nuka-cola/the-mire/	cola-region-hub	published	18	18	"farming,nuka-cola,the-mire,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-the-pitt	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - The Pitt	Nuka Cola - The Pitt	the-pitt	/bnb/farming/nuka-cola/nuka-cola/the-pitt/	cola-region-hub	published	20	20	"farming,nuka-cola,the-pitt,cola-region-hub,page"
bnb-farming-nuka-cola-nuka-cola-toxic-valley	bnb	page	bnb-sc-farming-nuka-cola-nuka-cola	public	0	1		Farming - Nuka Cola	Nuka Cola	Nuka Cola - Toxic Valley	Nuka Cola - Toxic Valley	toxic-valley	/bnb/farming/nuka-cola/nuka-cola/toxic-valley/	cola-region-hub	published	19	19	"farming,nuka-cola,toxic-valley,cola-region-hub,page"
bnb-tc-farming-plants	bnb	top		public	1	1	subcards	Farming - Plants	Plants	Farming - Plants	Farming - Plants	plants	/bnb/farming/plants/	category-hub	published	20	20	"farming,plants,category-hub,top"
bnb-sc-farming-plants-ash-rose	bnb	sub	bnb-tc-farming-plants	public	1	0	subcards	Farming - Plants	Ash Rose	Ash Rose	Ash Rose	ash-rose	/bnb/farming/plants/ash-rose/	category-hub	published	20		"farming,plants,category-hub,sub"
bnb-farming-plants-ash-rose-ash-heap	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Ash Heap	Ash Rose - Ash Heap	ash-rose-ash-heap	/bnb/farming/plants/ash-rose/ash-rose-ash-heap/	plant-region-hub	published	11	11	"farming,plants,plant-region-hub,page"
bnb-farming-plants-ash-rose-atlantic-city	bnb	page	bnb-sc-farming-plants-ash-rose	public	0	1		Farming - Plants	Ash Rose	Ash Rose - Atlantic City	Ash Rose - Atlantic City	ash-rose-atlantic-city	/bnb/farming/plants/ash-rose/ash-rose-atlantic-city/	plant-region-hub	published	20	20	"farming,plants,plant-region-hub,page"
