id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
df-farming-junk-lead-forest	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Forest	Lead - Forest	forest	/df/farming/junk/lead/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-lead-mire	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Mire	Lead - Mire	mire	/df/farming/junk/lead/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-lead-savage-divide	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Savage Divide	Lead - Savage Divide	savage-divide	/df/farming/junk/lead/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-lead-skyline-valley	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Skyline Valley	Lead - Skyline Valley	skyline-valley	/df/farming/junk/lead/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-lead-toxic-valley	df	page	df-sc-farming-junk-lead	public	0	1		Farming - Junk	Lead	Lead - Toxic Valley	Lead - Toxic Valley	toxic-valley	/df/farming/junk/lead/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-leather	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Leather	Leather	Leather	leather	/df/farming/junk/leather/	category-hub	published	45		"farming,junk,category-hub,sub"
df-farming-junk-leather-ash-heap	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Ash Heap	Leather - Ash Heap	ash-heap	/df/farming/junk/leather/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-leather-burning-springs	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Burning Springs	Leather - Burning Springs	burning-springs	/df/farming/junk/leather/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-leather-cranberry-bog	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Cranberry Bog	Leather - Cranberry Bog	cranberry-bog	/df/farming/junk/leather/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-leather-farming-guide	df	page	df-sc-farming-junk-leather	public	1	1		Farming - Junk	Leather	Leather Farming Guide	Leather Farming Guide	farming-guide	/df/farming/junk/leather/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-leather-forest	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Forest	Leather - Forest	forest	/df/farming/junk/leather/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-leather-mire	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Mire	Leather - Mire	mire	/df/farming/junk/leather/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-leather-savage-divide	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Savage Divide	Leather - Savage Divide	savage-divide	/df/farming/junk/leather/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-leather-skyline-valley	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Skyline Valley	Leather - Skyline Valley	skyline-valley	/df/farming/junk/leather/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-leather-toxic-valley	df	page	df-sc-farming-junk-leather	public	0	1		Farming - Junk	Leather	Leather - Toxic Valley	Leather - Toxic Valley	toxic-valley	/df/farming/junk/leather/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-nuclear-material	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Nuclear Material	Nuclear Material	Nuclear Material	nuclear-material	/df/farming/junk/nuclear-material/	category-hub	published	46		"farming,junk,category-hub,sub"
df-farming-junk-nuclear-material-ash-heap	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Ash Heap	Nuclear Material - Ash Heap	ash-heap	/df/farming/junk/nuclear-material/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-burning-springs	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Burning Springs	Nuclear Material - Burning Springs	burning-springs	/df/farming/junk/nuclear-material/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-cranberry-bog	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Cranberry Bog	Nuclear Material - Cranberry Bog	cranberry-bog	/df/farming/junk/nuclear-material/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-farming-guide	df	page	df-sc-farming-junk-nuclear-material	public	1	1		Farming - Junk	Nuclear Material	Nuclear Material Farming Guide	Nuclear Material Farming Guide	farming-guide	/df/farming/junk/nuclear-material/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-nuclear-material-forest	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Forest	Nuclear Material - Forest	forest	/df/farming/junk/nuclear-material/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-mire	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Mire	Nuclear Material - Mire	mire	/df/farming/junk/nuclear-material/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-savage-divide	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Savage Divide	Nuclear Material - Savage Divide	savage-divide	/df/farming/junk/nuclear-material/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-skyline-valley	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Skyline Valley	Nuclear Material - Skyline Valley	skyline-valley	/df/farming/junk/nuclear-material/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-nuclear-material-toxic-valley	df	page	df-sc-farming-junk-nuclear-material	public	0	1		Farming - Junk	Nuclear Material	Nuclear Material - Toxic Valley	Nuclear Material - Toxic Valley	toxic-valley	/df/farming/junk/nuclear-material/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-oil	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Oil	Oil	Oil	oil	/df/farming/junk/oil/	category-hub	published	47		"farming,junk,category-hub,sub"
df-farming-junk-oil-ash-heap	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Ash Heap	Oil - Ash Heap	ash-heap	/df/farming/junk/oil/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-oil-burning-springs	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Burning Springs	Oil - Burning Springs	burning-springs	/df/farming/junk/oil/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-oil-cranberry-bog	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Cranberry Bog	Oil - Cranberry Bog	cranberry-bog	/df/farming/junk/oil/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-oil-farming-guide	df	page	df-sc-farming-junk-oil	public	1	1		Farming - Junk	Oil	Oil Farming Guide	Oil Farming Guide	farming-guide	/df/farming/junk/oil/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-oil-forest	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Forest	Oil - Forest	forest	/df/farming/junk/oil/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-oil-mire	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Mire	Oil - Mire	mire	/df/farming/junk/oil/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-oil-savage-divide	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Savage Divide	Oil - Savage Divide	savage-divide	/df/farming/junk/oil/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-oil-skyline-valley	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Skyline Valley	Oil - Skyline Valley	skyline-valley	/df/farming/junk/oil/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-oil-toxic-valley	df	page	df-sc-farming-junk-oil	public	0	1		Farming - Junk	Oil	Oil - Toxic Valley	Oil - Toxic Valley	toxic-valley	/df/farming/junk/oil/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-plastic	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Plastic	Plastic	Plastic	plastic	/df/farming/junk/plastic/	category-hub	published	48		"farming,junk,category-hub,sub"
df-farming-junk-plastic-ash-heap	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Ash Heap	Plastic - Ash Heap	ash-heap	/df/farming/junk/plastic/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-plastic-burning-springs	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Burning Springs	Plastic - Burning Springs	burning-springs	/df/farming/junk/plastic/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-plastic-cranberry-bog	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Cranberry Bog	Plastic - Cranberry Bog	cranberry-bog	/df/farming/junk/plastic/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-plastic-farming-guide	df	page	df-sc-farming-junk-plastic	public	1	1		Farming - Junk	Plastic	Plastic Farming Guide	Plastic Farming Guide	farming-guide	/df/farming/junk/plastic/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-plastic-forest	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Forest	Plastic - Forest	forest	/df/farming/junk/plastic/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-plastic-mire	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Mire	Plastic - Mire	mire	/df/farming/junk/plastic/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-plastic-savage-divide	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Savage Divide	Plastic - Savage Divide	savage-divide	/df/farming/junk/plastic/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-plastic-skyline-valley	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Skyline Valley	Plastic - Skyline Valley	skyline-valley	/df/farming/junk/plastic/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-plastic-toxic-valley	df	page	df-sc-farming-junk-plastic	public	0	1		Farming - Junk	Plastic	Plastic - Toxic Valley	Plastic - Toxic Valley	toxic-valley	/df/farming/junk/plastic/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-rubber	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Rubber	Rubber	Rubber	rubber	/df/farming/junk/rubber/	category-hub	published	49		"farming,junk,category-hub,sub"
df-farming-junk-rubber-ash-heap	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Ash Heap	Rubber - Ash Heap	ash-heap	/df/farming/junk/rubber/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-rubber-burning-springs	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Burning Springs	Rubber - Burning Springs	burning-springs	/df/farming/junk/rubber/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-rubber-cranberry-bog	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Cranberry Bog	Rubber - Cranberry Bog	cranberry-bog	/df/farming/junk/rubber/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-rubber-farming-guide	df	page	df-sc-farming-junk-rubber	public	1	1		Farming - Junk	Rubber	Rubber Farming Guide	Rubber Farming Guide	farming-guide	/df/farming/junk/rubber/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-rubber-forest	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Forest	Rubber - Forest	forest	/df/farming/junk/rubber/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-rubber-mire	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Mire	Rubber - Mire	mire	/df/farming/junk/rubber/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-rubber-savage-divide	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Savage Divide	Rubber - Savage Divide	savage-divide	/df/farming/junk/rubber/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-rubber-skyline-valley	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Skyline Valley	Rubber - Skyline Valley	skyline-valley	/df/farming/junk/rubber/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-rubber-toxic-valley	df	page	df-sc-farming-junk-rubber	public	0	1		Farming - Junk	Rubber	Rubber - Toxic Valley	Rubber - Toxic Valley	toxic-valley	/df/farming/junk/rubber/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-screws	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Screws	Screws	Screws	screws	/df/farming/junk/screws/	category-hub	published	50		"farming,junk,category-hub,sub"
df-farming-junk-screws-ash-heap	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Ash Heap	Screws - Ash Heap	ash-heap	/df/farming/junk/screws/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-screws-burning-springs	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Burning Springs	Screws - Burning Springs	burning-springs	/df/farming/junk/screws/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-screws-cranberry-bog	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Cranberry Bog	Screws - Cranberry Bog	cranberry-bog	/df/farming/junk/screws/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-screws-farming-guide	df	page	df-sc-farming-junk-screws	public	1	1		Farming - Junk	Screws	Screws Farming Guide	Screws Farming Guide	farming-guide	/df/farming/junk/screws/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-screws-forest	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Forest	Screws - Forest	forest	/df/farming/junk/screws/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-screws-mire	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Mire	Screws - Mire	mire	/df/farming/junk/screws/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-screws-savage-divide	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Savage Divide	Screws - Savage Divide	savage-divide	/df/farming/junk/screws/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-screws-skyline-valley	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Skyline Valley	Screws - Skyline Valley	skyline-valley	/df/farming/junk/screws/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
df-farming-junk-screws-toxic-valley	df	page	df-sc-farming-junk-screws	public	0	1		Farming - Junk	Screws	Screws - Toxic Valley	Screws - Toxic Valley	toxic-valley	/df/farming/junk/screws/toxic-valley/	farming-hub	published	18	18	"farming,junk,farming-hub,page"
df-sc-farming-junk-silver	df	sub	df-tc-farming-junk	public	1	0	subcards	Farming - Junk	Silver	Silver	Silver	silver	/df/farming/junk/silver/	category-hub	published	51		"farming,junk,category-hub,sub"
df-farming-junk-silver-ash-heap	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Ash Heap	Silver - Ash Heap	ash-heap	/df/farming/junk/silver/ash-heap/	farming-hub	published	11	11	"farming,junk,farming-hub,page"
df-farming-junk-silver-burning-springs	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Burning Springs	Silver - Burning Springs	burning-springs	/df/farming/junk/silver/burning-springs/	farming-hub	published	12	12	"farming,junk,farming-hub,page"
df-farming-junk-silver-cranberry-bog	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Cranberry Bog	Silver - Cranberry Bog	cranberry-bog	/df/farming/junk/silver/cranberry-bog/	farming-hub	published	13	13	"farming,junk,farming-hub,page"
df-farming-junk-silver-farming-guide	df	page	df-sc-farming-junk-silver	public	1	1		Farming - Junk	Silver	Silver Farming Guide	Silver Farming Guide	farming-guide	/df/farming/junk/silver/farming-guide/	guide	published	10	10	"farming,junk,guide,page"
df-farming-junk-silver-forest	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Forest	Silver - Forest	forest	/df/farming/junk/silver/forest/	farming-hub	published	14	14	"farming,junk,farming-hub,page"
df-farming-junk-silver-mire	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Mire	Silver - Mire	mire	/df/farming/junk/silver/mire/	farming-hub	published	15	15	"farming,junk,farming-hub,page"
df-farming-junk-silver-savage-divide	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Savage Divide	Silver - Savage Divide	savage-divide	/df/farming/junk/silver/savage-divide/	farming-hub	published	16	16	"farming,junk,farming-hub,page"
df-farming-junk-silver-skyline-valley	df	page	df-sc-farming-junk-silver	public	0	1		Farming - Junk	Silver	Silver - Skyline Valley	Silver - Skyline Valley	skyline-valley	/df/farming/junk/silver/skyline-valley/	farming-hub	published	17	17	"farming,junk,farming-hub,page"
